,name,rating,reviews,Company_type,Head_quater,highly_rated,critically_rated
235,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
236,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
237,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
238,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
239,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
240,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
241,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
242,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
243,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
244,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
245,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
246,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
247,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
248,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
249,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
250,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
251,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
252,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
253,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
254,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
255,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
256,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
257,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
258,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
259,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
260,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
261,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
262,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
263,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
264,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
265,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
266,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
267,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
268,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
269,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
270,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
271,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
272,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
273,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
274,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
275,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
276,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
277,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
278,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
279,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
280,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
281,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
282,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
283,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
284,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
285,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
286,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
287,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
288,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
289,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
290,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
291,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
292,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
293,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
294,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
295,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
296,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
297,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
298,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
299,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
300,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
301,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
302,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
303,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
304,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
305,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
306,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
307,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
308,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
309,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
310,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
311,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
312,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
313,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
314,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
315,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
316,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
317,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
318,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
319,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
320,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
321,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
322,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
323,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
324,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
325,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
326,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
327,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
328,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
329,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
330,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
331,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
332,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
333,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
334,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
335,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
336,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
337,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
338,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
339,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
340,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
341,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
342,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
343,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
344,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
345,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
346,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
347,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
348,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
349,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
350,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
351,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
352,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
353,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
354,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
355,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
356,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
357,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
358,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
359,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
360,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
361,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
362,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
363,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
364,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
365,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
366,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
367,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
368,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
369,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
370,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
371,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
372,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
373,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
374,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
375,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
376,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
377,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
378,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
379,HDB Financial Services,3.9,(26.3k),NBFC, Mumbai ,"Promotions, Salary","Promotions, Salary"
380,TCS,3.3,(1.2L),IT, Bengaluru ,Job Security,Job Security
381,Accenture,3.7,(75.4k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
382,Wipro,3.6,(66.5k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
383,Cognizant,3.7,(62.8k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
384,Capgemini,3.6,(54.9k),IT, Bengaluru ,"Work Life Balance, Job Security","Work Life Balance, Job Security"
385,HDFC Bank,3.8,(54k),Banking, Mumbai ,Job Security,Job Security
386,Infosys,3.5,(50k),IT, Bengaluru ,Job Security,Job Security
387,HCLTech,3.4,(47.1k),IT, Chennai ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
388,ICICI Bank,3.9,(46.8k),Banking, Mumbai ,"Job Security, Promotions, Skill Development","Job Security, Promotions, Skill Development"
389,Tech Mahindra,3.3,(44.4k),IT, Hyderabad ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
390,Genpact,3.6,(43.5k),Analytics, Hyderabad ,Job Security,Job Security
391,TP,3.9,(39.8k),BPO, Mumbai ,"Work Life Balance, Job Security, Skill Development","Work Life Balance, Job Security, Skill Development"
392,Axis Bank,3.6,(34.2k),Banking, Mumbai ,"Promotions, Work Satisfaction, Company Culture","Promotions, Work Satisfaction, Company Culture"
393,Jio,4.4,(34.1k),Telecom, Mumbai ,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
394,Concentrix Corporation,3.5,(33k),BPO, Bengaluru ,Job Security,Job Security
395,Amazon,3.9,(32.5k),Internet, Bengaluru ,"Company Culture, Work Life Balance, Salary","Company Culture, Work Life Balance, Salary"
396,Reliance Retail,3.9,(27.8k),Retail, Mumbai ,"Job Security, Skill Development, Work Life Balance","Job Security, Skill Development, Work Life Balance"
397,iEnergizer,4.6,(27.6k),BPO, Noida ,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
398,LTM Limited,3.6,(27.2k),IT, Bengaluru ,"Promotions, Salary, Work Satisfaction","Promotions, Salary, Work Satisfaction"
